iter	Logloss
0	0.6343739827
1	0.5793924332
2	0.5166267819
3	0.4826294228
4	0.4449860961
5	0.4254621576
6	0.3992327937
7	0.3795448939
8	0.36041341
9	0.341823366
10	0.3319199527
11	0.3213477665
12	0.3114458367
13	0.3048717004
14	0.2959441079
15	0.2917898673
16	0.2875720483
17	0.2792512046
18	0.272206589
19	0.2664935854
20	0.2615941189
21	0.2582206373
22	0.253744196
23	0.248861984
24	0.2437794297
25	0.2405801702
26	0.2381646192
27	0.2353145105
28	0.2313852487
29	0.2284448412
30	0.225902734
31	0.2242842074
32	0.2205151805
33	0.2166985936
34	0.2147414596
35	0.2122544183
36	0.2114514598
37	0.2087117124
38	0.2071591483
39	0.2047944952
40	0.2032962375
41	0.199308678
42	0.1968825658
43	0.1956947115
44	0.1929297624
45	0.1898803711
46	0.1889440572
47	0.187938178
48	0.1851417577
49	0.1829732436
50	0.1813356965
51	0.1803221703
52	0.1794823364
53	0.1777074249
54	0.1763147072
55	0.1747599001
56	0.1728469354
57	0.1693045828
58	0.1668168527
59	0.1648593126
60	0.1633255923
61	0.1617586171
62	0.1597100364
63	0.1582234524
64	0.1567239761
65	0.154683325
66	0.1538839517
67	0.1531579759
68	0.1514949445
69	0.1493898851
70	0.1489311677
71	0.1465336129
72	0.1458823328
73	0.1427797123
74	0.1419020582
75	0.1401712983
76	0.1371178627
77	0.1355931406
78	0.1337155148
79	0.1322227761
80	0.1303509165
81	0.1280564202
82	0.1267351398
83	0.1257980576
84	0.1240727107
85	0.1223168638
86	0.1197843198
87	0.1195595
88	0.1182082494
89	0.116801518
90	0.1151390164
91	0.1147312235
92	0.1136067179
93	0.112365343
94	0.1120347977
95	0.1115151776
96	0.1111698327
97	0.1109620907
98	0.1094425431
99	0.1081394796
100	0.1065279908
101	0.1053058924
102	0.1037851616
103	0.1021632442
104	0.1019539127
105	0.1005792265
106	0.0984832799
107	0.09762397519
108	0.09664851648
109	0.09542620624
110	0.09526736648
111	0.09414576601
112	0.09402289214
113	0.09306376069
114	0.0910070384
115	0.08959130888
116	0.08911192859
117	0.08814974184
118	0.08585468928
119	0.08503232179
120	0.08485129144
121	0.08362044228
122	0.08196728318
123	0.08184995475
124	0.08048717181
125	0.08037832048
126	0.07935908989
127	0.07891610817
128	0.07807238014
129	0.07688248599
130	0.07679146307
131	0.07623049065
132	0.07528995585
133	0.07437447265
134	0.07392912441
135	0.07338911957
136	0.07302233025
137	0.07291712143
138	0.0727378439
139	0.0716515912
140	0.07081688775
141	0.06957661664
142	0.06875183847
143	0.06797124721
144	0.06739485705
145	0.06732439112
146	0.06669361503
147	0.06658460476
148	0.06565100175
149	0.06422240204
150	0.06328375693
151	0.06321935742
152	0.06288494004
153	0.06238084369
154	0.06202111862
155	0.06099731834
156	0.05991257562
157	0.05946860049
158	0.05941706675
159	0.0588268439
160	0.05785827284
161	0.05780660665
162	0.05707546958
163	0.05633861489
164	0.05624087652
165	0.0559647878
166	0.05510165956
167	0.05402162781
168	0.05336742489
169	0.05311134126
170	0.05304704331
171	0.05242751704
172	0.0519331517
173	0.05117828758
174	0.05111932755
175	0.05103425626
176	0.05071108871
177	0.05007849799
178	0.0492925379
179	0.0486468739
180	0.04859949041
181	0.04852130236
182	0.04809371189
183	0.047175871
184	0.04656217716
185	0.0461364543
186	0.04609537566
187	0.04580088015
188	0.04538055261
189	0.04496143482
190	0.04464532711
191	0.04430012791
192	0.04396345439
193	0.04392292764
194	0.04348129696
195	0.04302907873
196	0.04299464049
197	0.04254006456
198	0.04232578807
199	0.04228088591
200	0.04179272387
201	0.04145349838
202	0.04084232118
203	0.04063932101
204	0.03989380377
205	0.03963271335
206	0.03942180563
207	0.03938204271
208	0.03926937668
209	0.03895204156
210	0.03852785958
211	0.03830115
212	0.03809048511
213	0.03806093004
214	0.03800038055
215	0.03742706334
216	0.03737519406
217	0.03699595398
218	0.03695925739
219	0.03640645963
220	0.03636148682
221	0.0358499112
222	0.03580702234
223	0.03543995707
224	0.03540560714
225	0.03515865626
226	0.03472252466
227	0.03421142145
228	0.03418570095
229	0.03399493738
230	0.03358220613
231	0.03321616296
232	0.03301250052
233	0.03298589698
234	0.03275539919
235	0.03273406294
236	0.0327148283
237	0.03247589314
238	0.03223134853
239	0.03196943469
240	0.03187630132
241	0.03154644701
242	0.0314245798
243	0.03139349266
244	0.03116529076
245	0.03113582841
246	0.03076454445
247	0.03074173133
248	0.03042853541
249	0.03016474953
250	0.02980614592
251	0.02978207888
252	0.02963128355
253	0.02960541955
254	0.02931263491
255	0.02910975615
256	0.0290843138
257	0.02895222328
258	0.02879219585
259	0.02857250637
260	0.02854990076
261	0.02835289858
262	0.02833307672
263	0.02809222098
264	0.0279380944
265	0.02763759648
266	0.02736039073
267	0.02717713956
268	0.02688677664
269	0.02648701491
270	0.0264722727
271	0.0263611299
272	0.02615520468
273	0.0261372681
274	0.02601907871
275	0.02555380706
276	0.0255376233
277	0.02539495186
278	0.02503579634
279	0.02502211156
280	0.02486807329
281	0.02444610552
282	0.02419732014
283	0.02418163529
284	0.02416637209
285	0.02395918855
286	0.02389766331
287	0.0238255439
288	0.02374188988
289	0.02356391483
290	0.02335453033
291	0.0233402473
292	0.02319353377
293	0.02298165913
294	0.02297048878
295	0.0226049953
296	0.02259458877
297	0.02240829998
298	0.02235323632
299	0.02228071071
300	0.02219456655
301	0.02207380754
302	0.02179988667
303	0.02159759733
304	0.02146724418
305	0.0214530936
306	0.0213199015
307	0.02130476634
308	0.02120109399
309	0.02102841934
310	0.02091538465
311	0.02090180803
312	0.02081854034
313	0.02064769798
314	0.02063767557
315	0.02058294526
316	0.02057484786
317	0.0205669381
318	0.02055936389
319	0.02038937145
320	0.02021916045
321	0.02021005419
322	0.01994313134
323	0.01992562524
324	0.01986218823
325	0.01975382478
326	0.01962895084
327	0.01961938099
328	0.01951413464
329	0.01935310055
330	0.01934498769
331	0.0191579439
332	0.01909426848
333	0.01890978107
334	0.01871117839
335	0.01849965806
336	0.01849231124
337	0.01831126765
338	0.01830423099
339	0.01804220897
340	0.01798381187
341	0.01794519027
342	0.01779600426
343	0.017714464
344	0.01765325555
345	0.01754816594
346	0.01754217898
347	0.01737666682
